item_code,item_description,main_category,sub_category,confidence,reasoning
SAIIFTWB,Accessories iTBOX iFaceTec Wall Bracket,Security & Access Control,Door Access System,0.95,"The product is an accessory (wall bracket) for the iFaceTec, which is likely a face recognition door access system."
BFWDA009,Accessories Fingertec 3' x 3' Exit Push Button (WDA009),Security & Access Control,Door Access System,0.95,"An exit push button is a component of a door access system, allowing egress."
DPKKDP601AM,KOCOM KDP-601AM & DS-2D 1 to 1 Door Phone System,Security & Access Control,Door Access System,0.95,"The product description clearly indicates a door phone system, which falls under door access control."
TTFSD250,TimeTera D250 Fingerprint Time Attendance c/w Door Access,Security & Access Control,Door Access System,0.95,"The product description explicitly mentions both fingerprint time attendance and door access, making 'Door Access System' the most appropriate sub-category within the 'Security & Access Control' main category."
EPB,"Exit Push Button 1"" x 3"" DPB002",Security & Access Control,Door Access System,0.95,"An exit push button is a component of a door access control system, allowing egress."
KSDKS004,"3"" x 3"" STAINLESS STEEL OVERRIDING KEY SWITCH DKS004",Security & Access Control,Door Access System,0.95,A key switch for overriding is a component of a door access system.
FEWDA010,Accessories FingerTec Emergency Break Glass WDA010,Security & Access Control,Door Access System,0.95,Emergency Break Glass is an accessory used with door access systems for emergency exits.
FPDIFAR100BL,iTBOX FAR-100BL Fingerprint Door Access Reader,Security & Access Control,Door Access System,0.95,"The product description clearly indicates a fingerprint-based door access reader, which falls under door access systems."
DABDA3000,BELCO DA3000 Door Access Keypad,Security & Access Control,Door Access System,0.95,"The product description clearly indicates a door access keypad, which falls under the Door Access System subcategory within Security & Access Control."
PSPZM6000,ZM-6000 RFID PROXIMITY STATION POINT (White),Security & Access Control,Door Access System,0.95,"RFID Proximity Station Point is used for door access control, making it a Door Access System."
AMSL,Magnetic Door Sensor AMC002,Security & Access Control,Door Access System,0.95,A magnetic door sensor is a component of a door access control system.
DAKPTE50,KMAX PT-E50 Door Access Keypad,Security & Access Control,Door Access System,0.95,"The product description clearly indicates a door access keypad, which falls under the Door Access System subcategory within Security & Access Control."
FSDGG2KL,FALCON Grill Gate Painted Finish (2KL),Security & Access Control,Door Access System,0.95,"A grill gate, especially with a painted finish, is most likely part of a door access system for security."
ADFADTPC12VACP,FingerTec ADAPTEC Plus Controller 12V (AC)-P,Security & Access Control,Door Access System,0.95,"The product description indicates a controller for a door access system, falling under security and access control."
KST120EA,ST-120EA Waterproof Door Access Keypad,Security & Access Control,Door Access System,0.95,"The product description clearly indicates a waterproof keypad used for controlling access to doors, which falls under door access systems."
BSAC240V,BABY SIREN AC220V ~ 240V MS-190,Security & Access Control,Door Access System,0.85,"A siren is typically used as an alarm or warning device, often integrated into security or access control systems."
FIKADEX1,FINGERTEC i-Kadex Slave Card Reader,Security & Access Control,Door Access System,0.95,"The product is a card reader used for access control, which falls under the Door Access System subcategory within Security & Access Control."
TMCEPTD01,TIMER DELAY CARD EP-TD01,Security & Access Control,Door Access System,0.95,A timer delay card is typically used as an accessory for door access control systems to control the timing of door operation.
LEM600LBS,EM Lock 600lbs w/o LED indicator (E600),Security & Access Control,Door Access System,0.95,An EM Lock (Electromagnetic Lock) is a type of door access system component used for security.
ECBPM18S,PLUS M-18S ELECTRONIC COPY BOARD,Office Equipment,Electronic Whiteboard,0.95,"The product is an electronic copy board, which falls under the category of electronic whiteboards used in office settings."
ECBPM18W,PLUS M-18W ELECTRONIC COPY BOARD,Office Equipment,Electronic Whiteboard,0.95,"The product is an electronic copy board, which falls under the category of electronic whiteboards used in office settings."
ECBPN20W,PLUS N-20W ELECTRONIC COPY BOARD,Office Equipment,Electronic Whiteboard,0.95,An electronic copy board falls under the category of electronic whiteboards used in office settings.
ECBPN20S,PLUS N-20S ELECTRONIC COPY BOARD,Office Equipment,Electronic Whiteboard,0.95,"Electronic copy boards, also known as interactive whiteboards, fall under the category of electronic whiteboards used in office settings."
FTFNFTAM,iTBOX Ai-FaceTec-10 Face & Fingerprint Time Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product is a time attendance machine that uses face and fingerprint recognition, which falls under the Face Recognition Time Recorder subcategory within Security & Access Control."
FFID6TAM,FINGERTEC Face ID 6 Time Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product is a face recognition time attendance machine, which falls under security and access control systems."
FPFSFACEID2,FINGERTEC Face ID 2 Fingerprint & Face Scan Time Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product description clearly indicates a face recognition time attendance machine, which falls under face recognition time recorder."
FPFFACEID4,FINGERTEC Face ID 4 Face Scan Time Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product description clearly indicates a face recognition time attendance machine, which falls under security and access control."
FRIIFT01,iTBOX iFaceTec FACE RECOGNITION & FINGERPRINT TIME ATTENDANCE SYSTEM,Security & Access Control,Face Recognition Time Recorder,0.95,"The product description clearly indicates a face recognition and fingerprint time attendance system, which falls under security and access control, specifically face recognition time recorder."
SA360WFF,TimeTera SA360W Face Recognition & Fingerprint Time Attendance (Wifi),Security & Access Control,Face Recognition Time Recorder,0.95,"The product description clearly indicates a face recognition and fingerprint time attendance system, which falls under face recognition time recorder."
FPFFID4D,FINGERTEC Face ID 4d Face Scan Time Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product is a face recognition time attendance machine, which falls under security and access control."
51AIFRAM,TIMETERA TT-51AI Face Recognition Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product is a face recognition attendance machine, which falls under security and access control systems."
I07FFFAD,TIMETERA TT-53AI Face Recognition Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product is a face recognition attendance machine, which falls under security and access control systems."
C10FRFTA,TIMETEC TC10 Face Recognition Fingerprint Time Attendance,Security & Access Control,Face Recognition Time Recorder,0.95,"The product description clearly indicates a face recognition and fingerprint time attendance system, which falls under security and access control, specifically a face recognition time recorder."
350FFRTA,TimeTera A350 Fingerprint & Face Recognition Time Attendance,Security & Access Control,Face Recognition Time Recorder,0.95,"The product description explicitly mentions fingerprint and face recognition for time attendance, which falls under face recognition time recorder."
TT52AIFR,TIMETERA TT-52AI Face Recognition Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product is a face recognition attendance machine, which falls under security and access control systems."
FFFFIDX1,FINGERTEC Face ID X Fingerprint & Face Scan Time Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product description clearly indicates a face recognition time attendance machine, which falls under security and access control."
FFID5TAM,FINGERTEC Face ID 5 Time Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product is a face recognition time attendance machine, which falls under security and access control."
TTASA360,TimeTera SA360 Face Recognition & Fingerprint Time Attendance,Security & Access Control,Face Recognition Time Recorder,0.95,"The product description explicitly mentions face recognition and fingerprint time attendance, which falls under face recognition time recorder."
FFID5FTD,FINGERTEC Face ID 5/FTD Time Attendance Machine,Security & Access Control,Face Recognition Time Recorder,0.95,"The product description clearly indicates a face recognition time attendance machine, which falls under security and access control."
FRNNF28S,NIGEN NF-28S FACE RECOGNITION TIME ATTENDANCE SYSTEM,Security & Access Control,Face Recognition Time Recorder,0.95,"The product is a face recognition time attendance system, which falls under security and access control."
FT982MLW,PANASONIC KX-FT982ML Facsimile Machine (White),Office Equipment,Fax Machine,0.95,"The product is a PANASONIC KX-FT982ML Facsimile Machine, which directly corresponds to the 'Fax Machine' subcategory and falls under the broader 'Office Equipment' category."
CMF266DN,CANON imageCLASS MF266dn Multifunction Printer,Office Equipment,Fax Machine,0.95,Multifunction printers that include fax capabilities are categorized under Fax Machine for specificity.
FPKXFP701ML,PANASONIC KX-FP701ML Facsimile Machine,Office Equipment,Fax Machine,0.95,"The product description clearly indicates that it is a facsimile machine, which falls under the Fax Machine subcategory and Office Equipment main category."
FBFAX878,BROTHER FAX-878 THERMAL TRANSFER FACSIMILE MACHINE,Office Equipment,Fax Machine,0.95,"The product is a Brother FAX-878 Thermal Transfer Facsimile Machine, which falls under the category of Fax Machines."
FB2840,BROTHER 2840 LASERJET FACSIMILE MACHINE,Office Equipment,Fax Machine,0.95,"The product description clearly indicates a Brother 2840 laserjet facsimile machine, which falls under the Fax Machine subcategory and Office Equipment main category."
FCL170,CANON L170 Facsimile Machine A4,Office Equipment,Fax Machine,0.95,"The product is a CANON L170 Facsimile Machine, which directly corresponds to the Fax Machine sub-category and falls under Office Equipment."
SFPFR2C,FINGERTEC R2c Slave fingerprint reader,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint reader, which falls under the Finger Print System subcategory within Security & Access Control."
TTASA260,TimeTera SA260 Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint time attendance system, which falls under security and access control, specifically fingerprint systems."
A260WFTA,TimeTera SA260W Fingerprint Time Attendance (Wifi),Security & Access Control,Finger Print System,0.95,"The product is a fingerprint time attendance system, which falls under security and access control."
FPFTL100,FINGERTEC TimeLine 100 Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint time attendance system, which falls under security and access control, specifically fingerprint systems."
FPIFP10,iTBOX FP-10 Fingerprint Attendance System,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint attendance system, which falls under security and access control."
FP10RFPI,iTBOX FP-10R Fingerprint Attendance System,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint attendance system, which falls under security and access control, specifically fingerprint systems."
MCFDIY,FingerTec DIY Metal Casing,Security & Access Control,Finger Print System,0.85,"FingerTec is a known brand for fingerprint systems, and the metal casing suggests it's part of a fingerprint-based security device."
